    1085 TX1430.INP            34.981 -101.926 1094.2                                      
    1086 TX1956.INP             30.33 -95.483    74.7                                      
    1087 WA4679.INP            46.998 -118.57   496.8                                      
    1088 WY8997.INP            42.488 -104.156 1481.3                                      
    1089 TX5579.INP            30.192 -103.272 1215.8                                      
    1100 SD1972.INP             43.96 -101.86     735                                      
    1200 OK3304.INP            36.544 -99.535   618.7                                      
    1300 KS3527.INP            38.859 -99.336   612.6                                      
